,All people,White,White: Scottish,White: Other British,White: Irish,White: Gypsy/Traveller,White: Polish,White: Other White,Mixed or multiple ethnic groups,"Asian, Asian Scottish or Asian British","Asian, Asian Scottish or Asian British: Pakistani, Pakistani Scottish or Pakistani British","Asian, Asian Scottish or Asian British: Indian, Indian Scottish or Indian British","Asian, Asian Scottish or Asian British: Bangladeshi, Bangladeshi Scottish or Bangladeshi British","Asian, Asian Scottish or Asian British: Chinese, Chinese Scottish or Chinese British","Asian, Asian Scottish or Asian British: Other Asian",African,"African: African, African Scottish or African British",African: Other African,Caribbean or Black,"Caribbean or Black: Caribbean, Caribbean Scottish or Caribbean British","Caribbean or Black: Black, Black Scottish or Black British",Caribbean or Black: Other Caribbean or Black,Other ethnic groups,"Other ethnic groups: Arab, Arab Scottish or Arab British",Other ethnic groups: Other ethnic group
S00105677,91,88,73,8,2,1,3,1,-,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105678,115,109,91,12,-,4,-,2,-,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105679,126,117,104,8,1,-,-,4,1,6,4,-,-,1,1,-,-,-,-,-,-,-,2,2,-
S00105680,89,84,71,10,2,-,-,1,1,-,-,-,-,-,-,3,3,-,-,-,-,-,1,1,-
S00105681,74,72,56,6,2,-,4,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
S00105682,137,133,122,9,-,-,-,2,2,1,1,-,-,-,-,-,-,-,-,-,-,-,1,-,1
S00105683,178,154,128,18,2,-,5,1,1,21,12,-,5,1,3,2,2,-,-,-,-,-,-,-,-
S00105684,101,100,89,9,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105685,80,75,61,6,1,-,4,3,-,2,2,-,-,-,-,3,3,-,-,-,-,-,-,-,-
S00105686,70,65,55,3,-,-,3,4,-,5,1,3,-,-,1,-,-,-,-,-,-,-,-,-,-
S00105687,109,103,93,6,-,-,-,4,-,2,-,1,-,-,1,1,1,-,-,-,-,-,3,2,1
S00105688,100,95,89,6,-,-,-,-,-,5,-,1,-,-,4,-,-,-,-,-,-,-,-,-,-
S00105689,95,87,76,6,-,-,-,5,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105690,138,130,115,13,1,-,-,1,-,8,-,6,-,-,2,-,-,-,-,-,-,-,-,-,-
S00105691,111,109,98,9,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-
S00105692,117,117,101,15,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105693,124,123,109,13,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
S00105694,194,191,156,30,3,-,-,2,-,3,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-
S00105695,86,86,61,20,1,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105696,65,63,51,9,1,-,-,2,-,1,-,-,-,-,1,-,-,-,1,1,-,-,-,-,-
S00105697,136,134,92,32,1,-,-,9,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105698,125,124,93,28,-,-,-,3,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105699,104,102,71,25,2,-,-,4,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105700,105,105,84,18,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105701,107,102,86,13,1,-,-,2,-,5,4,-,-,-,1,-,-,-,-,-,-,-,-,-,-
S00105702,76,76,69,4,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105703,128,128,115,9,-,-,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105704,84,83,74,6,1,-,-,2,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
S00105705,105,102,81,16,-,-,-,5,-,3,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-
S00105706,77,74,54,13,-,-,-,7,1,2,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-
S00105707,101,99,65,24,2,-,-,8,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
S00105708,125,125,103,19,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105709,484,423,286,85,3,-,1,48,5,50,-,1,-,41,8,1,1,-,1,1,-,-,4,1,3
S00105710,116,116,90,24,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105711,157,138,100,36,2,-,-,-,2,16,15,-,-,-,1,-,-,-,-,-,-,-,1,-,1
S00105712,100,99,90,8,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105713,154,142,110,21,4,-,3,4,-,10,4,-,-,-,6,2,2,-,-,-,-,-,-,-,-
S00105714,110,105,55,45,2,-,-,3,4,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
S00105715,130,125,103,15,-,-,-,7,4,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
S00105716,113,107,93,13,-,-,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105717,109,109,90,17,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105718,133,132,111,18,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
S00105719,159,158,142,14,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105720,136,136,104,30,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105721,157,150,122,27,-,-,-,1,-,7,4,-,-,3,-,-,-,-,-,-,-,-,-,-,-
S00105722,113,112,95,14,-,-,-,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105723,151,147,112,29,6,-,-,-,-,4,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-
S00105724,88,85,71,12,-,-,-,2,-,3,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-
S00105725,119,114,91,15,2,-,2,4,-,5,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-
S00105726,108,104,82,18,-,-,-,4,3,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
S00105727,88,88,71,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105728,144,137,108,24,3,-,-,2,-,5,3,-,1,-,1,-,-,-,-,-,-,-,2,-,2
S00105729,58,58,49,5,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105730,82,78,64,14,-,-,-,-,-,4,-,1,-,-,3,-,-,-,-,-,-,-,-,-,-
S00105731,115,114,86,19,1,-,-,8,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-
S00105732,120,116,83,20,2,-,-,11,-,3,-,3,-,-,-,-,-,-,1,1,-,-,-,-,-
S00105733,146,145,119,21,-,-,1,4,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105734,112,101,83,17,1,-,-,-,-,8,2,-,3,-,3,1,1,-,1,-,-,1,1,-,1
S00105735,108,106,96,7,1,-,-,2,-,1,-,1,-,-,-,-,-,-,1,-,-,1,-,-,-
S00105736,129,119,110,5,2,-,1,1,-,10,7,-,-,-,3,-,-,-,-,-,-,-,-,-,-
S00105737,109,109,90,14,4,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105738,127,119,89,22,2,-,-,6,1,7,3,-,-,-,4,-,-,-,-,-,-,-,-,-,-
S00105739,101,92,69,18,1,-,-,4,-,8,4,4,-,-,-,-,-,-,1,1,-,-,-,-,-
S00105740,104,92,77,9,5,-,-,1,3,5,5,-,-,-,-,1,1,-,-,-,-,-,3,3,-
S00105741,140,136,121,9,4,-,-,2,-,4,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-
S00105742,127,127,108,11,-,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105743,94,85,68,14,2,-,-,1,1,7,5,1,-,1,-,1,-,1,-,-,-,-,-,-,-
S00105744,175,165,150,12,-,-,-,3,1,5,5,-,-,-,-,1,1,-,-,-,-,-,3,3,-
S00105745,155,142,117,15,6,-,-,4,-,13,9,-,-,3,1,-,-,-,-,-,-,-,-,-,-
S00105746,122,113,94,17,-,-,-,2,1,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105747,117,108,91,14,1,-,-,2,2,7,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-
S00105748,155,138,119,16,1,-,1,1,1,13,6,6,-,1,-,3,3,-,-,-,-,-,-,-,-
S00105749,154,147,123,16,-,-,2,6,-,6,-,2,-,3,1,1,1,-,-,-,-,-,-,-,-
S00105750,127,124,107,16,-,-,-,1,-,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
S00105751,124,122,105,17,-,-,-,-,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
S00105752,93,86,71,9,2,2,-,2,-,7,5,-,-,2,-,-,-,-,-,-,-,-,-,-,-
S00105753,106,103,85,14,-,-,-,4,1,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-
S00105754,88,87,73,10,2,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105755,172,162,126,30,2,-,1,3,3,7,-,1,-,-,6,-,-,-,-,-,-,-,-,-,-
S00105756,119,114,96,12,1,-,1,4,-,4,-,4,-,-,-,1,1,-,-,-,-,-,-,-,-
S00105757,94,90,73,12,3,-,-,2,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105758,138,136,124,7,3,-,-,2,-,2,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-
S00105759,96,95,87,8,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
S00105760,119,115,109,4,1,-,-,1,2,-,-,-,-,-,-,1,1,-,-,-,-,-,1,1,-
S00105761,157,124,104,7,2,-,7,4,-,21,-,5,-,13,3,-,-,-,-,-,-,-,12,12,-
S00105762,93,93,88,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105763,124,117,101,16,-,-,-,-,-,6,5,1,-,-,-,-,-,-,-,-,-,-,1,-,1
S00105764,120,115,99,5,3,-,-,8,-,4,-,4,-,-,-,-,-,-,-,-,-,-,1,1,-
S00105765,55,52,47,4,1,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,2,2,-
S00105766,79,77,71,3,-,-,3,-,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
S00105767,87,84,77,4,1,-,1,1,-,1,-,1,-,-,-,1,1,-,-,-,-,-,1,1,-
S00105768,71,56,47,6,1,-,-,2,-,15,5,-,-,10,-,-,-,-,-,-,-,-,-,-,-
S00105769,115,106,86,18,1,-,-,1,-,4,-,4,-,-,-,-,-,-,1,1,-,-,4,4,-
S00105770,106,98,77,11,-,-,10,-,4,-,-,-,-,-,-,4,4,-,-,-,-,-,-,-,-
S00105771,110,100,85,9,2,-,-,4,1,4,-,-,-,4,-,5,5,-,-,-,-,-,-,-,-
S00105772,90,81,74,2,2,1,1,1,-,2,-,-,-,2,-,4,4,-,-,-,-,-,3,3,-
S00105773,136,114,91,18,3,-,1,1,4,9,-,4,1,3,1,4,4,-,-,-,-,-,5,4,1
S00105774,95,86,80,2,2,-,-,2,-,9,5,-,4,-,-,-,-,-,-,-,-,-,-,-,-
S00105775,137,121,91,17,9,-,-,4,2,9,6,3,-,-,-,-,-,-,-,-,-,-,5,5,-
S00105776,115,96,90,6,-,-,-,-,5,11,5,6,-,-,-,-,-,-,-,-,-,-,3,3,-
S00105777,87,85,71,8,1,-,3,2,-,2,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-
S00105778,106,87,64,16,1,-,3,3,-,9,4,1,-,4,-,2,1,1,-,-,-,-,8,8,-
S00105779,133,121,93,11,4,-,10,3,2,2,1,1,-,-,-,3,3,-,1,-,-,1,4,4,-
S00105780,69,55,41,9,1,-,-,4,1,11,1,4,-,5,1,-,-,-,-,-,-,-,2,2,-
S00105781,94,87,76,8,-,-,-,3,-,7,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-
S00105782,102,96,85,-,3,-,3,5,1,4,-,3,-,1,-,1,1,-,-,-,-,-,-,-,-
S00105783,102,89,78,3,3,-,1,4,1,12,5,-,5,-,2,-,-,-,-,-,-,-,-,-,-
S00105784,85,79,57,8,-,-,11,3,1,5,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-
S00105785,110,104,91,9,-,-,-,4,-,4,-,2,-,2,-,-,-,-,-,-,-,-,2,-,2
S00105786,113,103,78,9,6,-,4,6,1,4,1,3,-,-,-,1,-,1,-,-,-,-,4,4,-
S00105787,51,46,35,2,2,-,2,5,1,4,-,1,-,3,-,-,-,-,-,-,-,-,-,-,-
S00105788,128,123,110,10,-,-,-,3,-,4,-,4,-,-,-,-,-,-,1,1,-,-,-,-,-
S00105789,94,84,78,3,-,-,3,-,3,7,2,3,-,-,2,-,-,-,-,-,-,-,-,-,-
S00105790,172,165,152,5,-,-,3,5,-,7,3,4,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105791,144,131,124,4,1,-,2,-,-,11,4,-,4,2,1,-,-,-,-,-,-,-,2,1,1
S00105792,110,94,73,7,3,-,8,3,1,9,4,-,-,4,1,3,3,-,-,-,-,-,3,3,-
S00105793,88,79,62,8,3,-,1,5,-,5,-,1,-,4,-,-,-,-,-,-,-,-,4,4,-
S00105794,57,56,38,3,1,-,8,6,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-
S00105795,59,54,38,5,1,-,5,5,1,3,-,-,-,3,-,1,1,-,-,-,-,-,-,-,-
S00105796,129,120,95,10,4,-,1,10,-,8,3,2,-,3,-,-,-,-,-,-,-,-,1,1,-
S00105797,104,97,75,14,-,-,5,3,-,7,2,-,-,3,2,-,-,-,-,-,-,-,-,-,-
S00105798,122,107,82,12,2,-,10,1,-,11,3,-,-,8,-,-,-,-,-,-,-,-,4,4,-
S00105799,89,72,66,1,-,-,2,3,-,5,1,3,-,-,1,8,8,-,-,-,-,-,4,3,1
S00105800,56,52,44,-,1,-,5,2,-,3,-,2,-,1,-,1,1,-,-,-,-,-,-,-,-
S00105801,112,78,55,4,2,-,17,-,-,12,-,8,-,4,-,5,5,-,-,-,-,-,17,14,3
S00105802,151,139,121,6,3,-,7,2,-,9,3,4,1,1,-,3,3,-,-,-,-,-,-,-,-
S00105803,96,77,66,3,-,-,8,-,-,5,4,-,-,1,-,12,11,1,-,-,-,-,2,2,-
S00105804,177,157,149,2,-,4,-,2,1,6,5,-,-,-,1,10,10,-,-,-,-,-,3,3,-
S00105805,57,51,40,5,-,-,3,3,-,3,2,-,-,-,1,-,-,-,-,-,-,-,3,3,-
S00105806,114,92,81,6,-,-,3,2,-,7,-,-,-,5,2,5,5,-,-,-,-,-,10,10,-
S00105807,113,103,86,4,4,-,8,1,-,4,2,1,-,1,-,5,5,-,-,-,-,-,1,-,1
S00105808,145,136,108,11,-,-,14,3,-,3,-,-,-,3,-,6,6,-,-,-,-,-,-,-,-
S00105809,101,97,93,4,-,-,-,-,-,1,-,1,-,-,-,1,1,-,-,-,-,-,2,1,1
S00105810,155,141,112,5,1,-,19,4,4,4,3,1,-,-,-,4,4,-,1,1,-,-,1,1,-
S00105811,112,105,97,3,-,-,4,1,-,1,-,-,-,-,1,5,5,-,1,1,-,-,-,-,-
S00105812,65,61,58,-,-,-,1,2,1,1,-,1,-,-,-,1,1,-,1,1,-,-,-,-,-
S00105813,105,100,89,2,-,-,8,1,-,-,-,-,-,-,-,5,5,-,-,-,-,-,-,-,-
S00105814,143,134,94,11,2,-,27,-,2,-,-,-,-,-,-,6,6,-,-,-,-,-,1,1,-
S00105815,92,90,86,1,-,-,2,1,-,-,-,-,-,-,-,1,1,-,1,1,-,-,-,-,-
S00105816,77,77,72,1,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105817,102,87,74,5,-,-,4,4,-,11,-,4,5,2,-,4,4,-,-,-,-,-,-,-,-
S00105818,81,71,65,1,1,-,3,1,-,-,-,-,-,-,-,10,10,-,-,-,-,-,-,-,-
S00105819,121,112,100,1,2,-,6,3,2,4,-,2,-,-,2,2,2,-,-,-,-,-,1,-,1
S00105820,153,135,108,11,1,-,10,5,2,-,-,-,-,-,-,13,13,-,-,-,-,-,3,-,3
S00105821,105,97,88,1,1,-,7,-,1,5,-,2,-,3,-,2,2,-,-,-,-,-,-,-,-
S00105822,118,112,99,2,-,-,10,1,-,3,-,-,-,3,-,3,3,-,-,-,-,-,-,-,-
S00105823,121,117,84,6,2,-,21,4,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105824,106,93,83,5,-,-,5,-,-,11,6,1,-,4,-,2,2,-,-,-,-,-,-,-,-
S00105825,128,116,105,1,1,-,2,7,1,8,3,-,-,2,3,3,3,-,-,-,-,-,-,-,-
S00105826,106,102,75,8,3,-,12,4,-,1,-,-,-,1,-,3,3,-,-,-,-,-,-,-,-
S00105827,76,72,63,6,-,-,2,1,-,3,-,-,-,3,-,1,1,-,-,-,-,-,-,-,-
S00105828,76,57,52,1,-,-,4,-,-,9,-,3,-,3,3,10,10,-,-,-,-,-,-,-,-
S00105829,82,79,70,2,1,-,6,-,1,-,-,-,-,-,-,1,1,-,1,1,-,-,-,-,-
S00105830,126,120,113,6,1,-,-,-,1,4,-,-,-,-,4,1,1,-,-,-,-,-,-,-,-
S00105831,108,102,89,2,-,-,7,4,2,3,1,-,-,-,2,1,1,-,-,-,-,-,-,-,-
S00105832,207,206,195,7,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
S00105833,163,144,131,10,-,-,3,-,-,19,-,-,-,5,14,-,-,-,-,-,-,-,-,-,-
S00105834,150,140,126,9,-,-,3,2,-,4,-,-,-,2,2,5,5,-,1,-,1,-,-,-,-
S00105835,127,126,110,14,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
S00105836,198,194,173,10,5,-,1,5,-,2,-,-,-,-,2,-,-,-,-,-,-,-,2,2,-
S00105837,98,68,59,6,-,-,2,1,-,4,-,-,1,3,-,15,5,10,-,-,-,-,11,11,-
S00105838,131,125,111,3,2,-,6,3,1,1,-,-,-,-,1,3,3,-,1,-,1,-,-,-,-
S00105839,103,100,83,6,2,-,6,3,-,1,-,1,-,-,-,2,-,2,-,-,-,-,-,-,-
S00105840,124,121,111,8,2,-,-,-,-,2,-,2,-,-,-,1,-,1,-,-,-,-,-,-,-
S00105841,68,67,60,6,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
S00105842,76,75,70,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-
S00105843,114,111,96,8,1,-,4,2,-,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
S00105844,66,59,51,4,2,-,2,-,-,6,-,-,-,6,-,1,1,-,-,-,-,-,-,-,-
S00105845,97,94,85,5,4,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105846,130,108,104,4,-,-,-,-,-,21,15,-,-,4,2,1,1,-,-,-,-,-,-,-,-
S00105847,120,112,93,12,-,-,1,6,-,5,-,-,-,4,1,-,-,-,-,-,-,-,3,-,3
S00105848,104,98,87,9,1,-,-,1,-,6,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105849,124,120,101,14,4,-,-,1,-,4,3,-,-,-,1,-,-,-,-,-,-,-,-,-,-
S00105850,104,101,88,4,1,-,3,5,-,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105851,96,92,83,7,1,-,-,1,1,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105852,67,67,58,6,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105853,125,125,116,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105854,134,118,105,6,-,-,2,5,1,15,3,4,5,3,-,-,-,-,-,-,-,-,-,-,-
S00105855,115,114,102,9,1,-,-,2,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
S00105856,112,94,92,2,-,-,-,-,-,18,14,-,-,1,3,-,-,-,-,-,-,-,-,-,-
S00105857,68,65,62,2,-,-,-,1,-,-,-,-,-,-,-,2,2,-,1,1,-,-,-,-,-
S00105858,76,71,62,7,2,-,-,-,-,5,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-
S00105859,67,58,53,5,-,-,-,-,-,8,-,-,1,7,-,1,1,-,-,-,-,-,-,-,-
S00105860,123,116,103,9,1,-,3,-,1,2,-,-,-,2,-,2,2,-,-,-,-,-,2,1,1
S00105861,116,115,110,4,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105862,84,82,77,1,1,-,2,1,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105863,94,93,85,8,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
S00105864,153,149,134,11,-,-,1,3,-,4,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-
S00105865,164,149,134,11,4,-,-,-,-,15,13,2,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105866,101,91,88,2,-,-,-,1,-,6,6,-,-,-,-,-,-,-,-,-,-,-,4,4,-
S00105867,140,118,110,6,-,-,-,2,-,15,-,3,-,4,8,1,1,-,-,-,-,-,6,6,-
S00105868,126,125,115,9,-,-,-,1,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
S00105869,114,105,98,6,1,-,-,-,-,9,5,-,-,4,-,-,-,-,-,-,-,-,-,-,-
S00105870,114,112,104,5,2,-,1,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105871,120,112,102,8,-,-,-,2,-,8,6,2,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105872,128,127,119,6,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
S00105873,112,110,106,4,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,1,1,-
S00105874,106,102,95,7,-,-,-,-,-,-,-,-,-,-,-,4,4,-,-,-,-,-,-,-,-
S00105875,129,121,115,4,-,-,-,2,1,7,6,-,-,1,-,-,-,-,-,-,-,-,-,-,-
S00105876,113,112,104,6,1,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-
S00105877,124,117,105,10,1,-,1,-,-,6,4,-,-,2,-,-,-,-,-,-,-,-,1,-,1
S00105878,195,174,165,7,-,-,-,2,-,15,11,-,-,4,-,6,6,-,-,-,-,-,-,-,-
S00105879,90,90,84,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105880,86,86,81,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105881,102,63,43,6,-,-,12,2,-,15,13,-,-,-,2,20,20,-,2,1,-,1,2,2,-
S00105882,182,151,146,2,-,-,1,2,-,3,-,-,1,2,-,26,26,-,-,-,-,-,2,2,-
S00105883,121,91,70,5,1,-,12,3,-,-,-,-,-,-,-,30,30,-,-,-,-,-,-,-,-
S00105884,104,98,83,5,-,-,9,1,1,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105885,77,57,50,2,-,-,5,-,-,19,18,-,-,-,1,-,-,-,-,-,-,-,1,1,-
S00105886,82,69,55,3,-,-,10,1,1,-,-,-,-,-,-,12,12,-,-,-,-,-,-,-,-
S00105887,153,130,104,9,-,-,12,5,-,9,-,-,2,7,-,13,13,-,1,-,1,-,-,-,-
S00105888,144,122,105,6,1,-,9,1,-,3,3,-,-,-,-,14,14,-,5,-,5,-,-,-,-
S00105889,138,129,102,13,-,-,14,-,2,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-
S00105890,127,113,94,4,-,-,13,2,-,7,7,-,-,-,-,6,6,-,-,-,-,-,1,-,1
S00105891,109,52,28,5,-,-,19,-,2,5,-,1,-,4,-,46,46,-,-,-,-,-,4,4,-
S00105892,109,100,64,10,-,-,25,1,1,-,-,-,-,-,-,7,7,-,1,1,-,-,-,-,-
S00105893,72,52,46,2,-,-,4,-,-,4,-,-,-,-,4,13,13,-,3,-,3,-,-,-,-
S00105894,92,72,69,1,1,-,-,1,-,6,6,-,-,-,-,14,14,-,-,-,-,-,-,-,-
S00105895,68,57,41,1,-,-,15,-,1,5,1,-,1,3,-,5,5,-,-,-,-,-,-,-,-
S00105896,169,145,124,7,1,-,8,5,2,1,-,1,-,-,-,13,13,-,-,-,-,-,8,7,1
S00105897,104,90,73,13,1,-,3,-,-,11,-,3,-,8,-,-,-,-,-,-,-,-,3,3,-
S00105898,141,108,85,11,-,-,12,-,5,12,-,-,-,8,4,11,11,-,5,-,5,-,-,-,-
S00105899,134,109,78,1,-,1,19,10,-,4,-,-,-,-,4,20,20,-,-,-,-,-,1,-,1
S00105900,191,162,132,5,-,-,21,4,1,15,7,4,-,1,3,9,9,-,1,-,1,-,3,3,-
S00105901,98,97,89,8,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105902,120,118,112,6,-,-,-,-,-,2,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-
S00105903,115,112,110,2,-,-,-,-,-,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
S00105904,96,96,83,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105905,133,132,122,7,1,-,-,2,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
S00105906,94,93,90,3,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
S00105907,64,63,60,2,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105908,86,85,70,11,1,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
S00105909,104,99,94,5,-,-,-,-,-,1,-,1,-,-,-,2,2,-,-,-,-,-,2,2,-
S00105910,100,100,91,8,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105911,110,110,107,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105912,104,102,91,10,-,-,-,1,-,-,-,-,-,-,-,1,1,-,-,-,-,-,1,-,1
S00105913,95,90,80,8,-,-,-,2,-,5,2,-,-,-,3,-,-,-,-,-,-,-,-,-,-
S00105914,125,122,112,8,2,-,-,-,-,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
S00105915,117,111,103,6,-,-,-,2,1,4,4,-,-,-,-,-,-,-,-,-,-,-,1,1,-
S00105916,111,103,97,6,-,-,-,-,-,8,-,-,-,7,1,-,-,-,-,-,-,-,-,-,-
S00105917,90,90,82,7,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105918,99,94,85,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,-
S00105919,124,117,111,3,1,-,-,2,-,6,-,-,1,2,3,-,-,-,-,-,-,-,1,1,-
S00105920,92,92,85,4,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00105921,113,109,104,4,-,-,-,1,3,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
S00105922,143,136,122,10,-,-,-,4,1,6,-,3,-,3,-,-,-,-,-,-,-,-,-,-,-
